# drive_type: ssd
Timestamp,Percentage_Used,Available_Spare,Reallocated_Block_Count,Uncorrectable_Error_Count,Temperature,Power_On_Hours,Label
1783379226.412257,16.006350731970088,100.00691102276674,0.0,0.0,43.678326523478034,1963.0166666666667,0
1783379286.412257,16.04893320400797,99.98731266691028,0.0,0.0,41.27800184333402,1963.0166666666667,0
1783379346.412257,16.019202208939753,100.03991476069835,0.0,0.0,41.41698654990667,1963.0166666666667,0
1783379406.412257,15.900789830564301,99.99973865033279,0.0,0.0,41.13275744343646,1963.0166666666667,0
1783379466.412257,15.956129798085547,100.01825327304579,0.0,0.0,42.8871997026923,1963.0166666666667,0
1783379526.412257,16.02292983330812,100.02635193207107,0.0,0.0,42.966266972872624,1963.0166666666667,0
1783379586.412257,16.017323730361696,99.9908650404724,0.0,0.0,40.989846955530645,1963.0166666666667,0
1783379646.412257,16.041723521948807,99.8974693898733,0.0,0.0,41.30621703349824,1963.0166666666667,0
1783379706.412257,15.940493005485845,100.0272317286495,0.0,0.0,40.53225687270553,1963.0166666666667,0
1783379766.412257,16.050334674247107,99.99074780631891,0.0,0.0,40.33312819391368,1963.0166666666667,0
1783379826.412257,16.064734302758417,100.01727328083864,0.0,0.0,41.86802401201897,1963.0166666666667,0
1783379886.412257,15.969563192480287,100.08568314219377,0.0,0.0,41.32573064477261,1963.0166666666667,0
1783379946.412257,16.013727919204143,99.98728877820962,0.0,0.0,43.69949084188376,1963.0166666666667,0
1783380006.412257,15.92384375684059,100.0602148741428,0.0,0.0,40.115681702893056,1963.0166666666667,0
1783380066.412257,16.034717929079754,100.03670896266202,0.0,0.0,42.261720195149856,1963.0166666666667,0
1783380126.412257,15.958931675272254,100.09873837452503,0.0,0.0,42.679580888998935,1963.0166666666667,0
1783380186.412257,16.021581085420532,99.9134558336044,0.0,0.0,43.049399277135464,1963.0166666666667,0
1783380246.412257,16.029296068745808,99.9497129013495,0.0,0.0,38.33031823396337,1966.0166666666667,0
1783380306.412257,16.002955990050573,100.01852066648532,0.0,0.0,40.00737099404023,1966.0166666666667,0
1783380366.412257,16.010817452403337,99.92698189984833,0.0,0.0,39.56158549005837,1966.0166666666667,0
1783380426.412257,15.907047473153202,99.99009116989764,0.0,0.0,38.848612216785604,1966.0166666666667,0
1783380486.412257,15.993777219203164,100.03080277144177,0.0,0.0,38.724807810798765,1966.0166666666667,0
1783380546.412257,16.059195932269954,99.89076523646955,0.0,0.0,38.827999805836455,1966.0166666666667,0
1783380606.412257,15.980239324378578,99.99125648898728,0.0,0.0,37.85432074489208,1966.0166666666667,0
1783380666.412257,16.009406693241996,100.0429942599377,0.0,0.0,36.633308743977125,1966.0166666666667,0
1783380726.412257,15.99713543086355,100.08683450076337,0.0,0.0,38.7656916761834,1966.0166666666667,0
1783380786.412257,16.008536657559187,100.01625920273503,0.0,0.0,37.579562768827934,1966.0166666666667,0
1783380846.412257,15.989023911541846,100.02408096892934,0.0,0.0,40.27150240029696,1966.0166666666667,0
1783380906.412257,15.97365948752646,99.96733082325105,0.0,0.0,38.31717254967931,1966.0166666666667,0
1783380966.412257,16.00796063340788,99.96747232873831,0.0,0.0,37.96262579332489,1966.0166666666667,0
1783381026.412257,16.060770278502847,99.94429055511112,0.0,0.0,39.898418671057456,1966.0166666666667,0
1783381086.412257,16.033098425474602,99.97758799010793,0.0,0.0,37.76178072878635,1966.0166666666667,0
1783381146.412257,100.06661254834796,0.06829579680129327,9999.0,9999.0,151.99813141378831,9999.016666666666,0
1783381206.412257,99.92149349220095,0.010956957993804722,9999.0,9999.0,147.28821099847372,9999.016666666666,0
1783381266.412257,100.08793191341445,0.0,9999.0,9999.0,147.41067247334993,9999.016666666666,0
1783381326.412257,99.9596356931648,0.0,9999.0,9999.0,150.49012940658525,9999.016666666666,0
1783381386.412257,15.946809515035293,100.02824491449545,0.0,0.0,36.774875414570104,1966.0166666666667,0
1783381446.412257,15.984370748649479,99.95758699503055,0.0,0.0,39.51798303066322,1966.0166666666667,0
1783381506.412257,16.000282489793,100.06295272870483,0.0,0.0,37.83068651177477,1966.0166666666667,0
1783381566.412257,16.006247063568935,100.06563725960984,0.0,0.0,53.16133630207404,1967.0166666666667,0
1783381626.412257,16.16476529525508,99.96443079263496,0.0,0.0,51.28190476155935,1967.0166666666667,0
1783381686.412257,15.95895937527708,99.98170830224392,0.0,0.0,50.5760148248486,1967.0166666666667,0
1783381746.412257,16.056981662405434,99.98874422546294,0.0,0.0,53.030875219252174,1967.0166666666667,0
1783381806.412257,15.926289988926701,100.03590956536232,0.0,0.0,52.071807841681064,1967.0166666666667,0
1783381866.412257,15.933056648983221,100.05912376319381,0.0,0.0,52.43467918438986,1967.0166666666667,0
1783381926.412257,15.987233279222014,100.00864283241769,0.0,0.0,48.887716883889745,1967.0166666666667,0
1783381986.412257,15.967698665436908,100.04553793111334,0.0,0.0,49.12060396735254,1967.0166666666667,0
1783382046.412257,15.94688683920274,100.03444916612705,0.0,0.0,51.90563834451436,1967.0166666666667,0
1783382106.412257,16.02707275760197,100.03257580089591,0.0,0.0,49.54413415281611,1967.0166666666667,0
1783382166.412257,15.958739089079607,99.9869592642543,0.0,0.0,49.90808513585089,1967.0166666666667,0
1783382226.412257,16.151403005723335,99.94417516535074,0.0,0.0,49.84553666314995,1967.0166666666667,0
1783382286.412257,15.992892649731479,99.99017641639189,0.0,0.0,51.44516953500851,1967.0166666666667,0
1783382346.412257,15.941110594947832,99.89542443560879,0.0,0.0,51.090149928749256,1967.0166666666667,0
1783382406.412257,16.017431249204634,99.99522131864641,0.0,0.0,51.04071821368906,1967.0166666666667,0
1783382466.412257,16.10234037185432,99.9996134208527,0.0,0.0,50.93023437823841,1967.0166666666667,0
1783382526.412257,15.997089245577383,100.01415168849374,0.0,0.0,50.25243791668869,1967.0166666666667,0
1783382586.412257,16.053997792557233,100.00697618037427,0.0,0.0,49.428329360440756,1967.0166666666667,0
1783382646.412257,15.978449842543622,100.07212741545942,0.0,0.0,50.02098529377712,1967.0166666666667,0
1783382706.412257,15.873012245608674,99.96152199341694,0.0,0.0,51.25901669713332,1967.0166666666667,0
1783382766.412257,15.983151425087147,100.01109425582462,0.0,0.0,51.698809013928475,1967.0166666666667,0
1783382826.412257,16.04436558639361,99.9940250379326,0.0,0.0,52.552786493523975,1967.0166666666667,0
1783382886.412257,16.02432896616291,99.98665844268514,0.0,0.0,52.38237445012006,1967.0166666666667,0
1783382946.412257,16.082338090859572,99.9598076900909,0.0,0.0,51.4363322644273,1967.0166666666667,0
1783383006.412257,16.083626718346032,100.01661642472615,0.0,0.0,52.00749155522022,1967.0166666666667,0
1783383066.412257,15.976337674064153,99.9928770798829,0.0,0.0,52.07529795728147,1967.0166666666667,0
1783383126.412257,15.993491100809578,100.00583282313534,0.0,0.0,49.06183007183531,1967.0166666666667,0
1783383186.412257,15.938741689494286,100.022981187409,0.0,0.0,49.796872490174124,1967.0166666666667,0
1783383246.412257,16.040485642571227,99.95348311115079,0.0,0.0,39.9082876710083,1963.0166666666667,0
1783383306.412257,16.013859316400115,99.93819432846635,0.0,0.0,39.64419123166645,1963.0166666666667,0
1783383366.412257,15.978433655572308,99.98668295889497,0.0,0.0,38.449425126746824,1963.0166666666667,0
1783383426.412257,16.073832696786436,99.95603422480703,0.0,0.0,38.997657085572556,1963.0166666666667,0
1783383486.412257,16.031262088041203,100.04576496587704,0.0,0.0,38.78569867578828,1963.0166666666667,0
1783383546.412257,15.970674898547044,100.04053516349961,0.0,0.0,36.605986727070835,1963.0166666666667,0
1783383606.412257,16.031901914988477,99.93078124139322,0.0,0.0,37.513680470504134,1963.0166666666667,0
1783383666.412257,16.003330673175494,99.93785220857615,0.0,0.0,38.54301550035774,1963.0166666666667,0
1783383726.412257,15.989091581767138,100.02217187957737,0.0,0.0,39.4784219711855,1963.0166666666667,0
1783383786.412257,16.01751943015177,99.99730484145213,0.0,0.0,41.50571798026409,1963.0166666666667,0
1783383846.412257,16.060507593411725,99.99557084959926,0.0,0.0,39.73936144246141,1963.0166666666667,0
1783383906.412257,16.04106822093112,99.9434296436299,0.0,0.0,39.61302710323495,1963.0166666666667,0
1783383966.412257,16.098798305518283,99.97854173723233,0.0,0.0,40.199370479003065,1963.0166666666667,0
1783384026.412257,15.822633484235196,99.99787375901106,0.0,0.0,41.93005116303336,1963.0166666666667,0
1783384086.412257,15.989545554030846,99.98408885252184,0.0,0.0,39.48650331636769,1963.0166666666667,0
1783384146.412257,15.969072555429323,100.11598610059434,0.0,0.0,40.805166257217515,1963.0166666666667,0
1783384206.412257,16.026736109473294,100.00561889768727,0.0,0.0,40.201519548051124,1963.0166666666667,0
1783384266.412257,15.995620586569489,99.95372926034459,0.0,0.0,42.19925956956422,1963.0166666666667,0
1783384326.412257,15.955793570636436,99.95756520510773,0.0,0.0,41.11793920633684,1963.0166666666667,0
1783384386.412257,16.013760709053773,100.07435887333064,0.0,0.0,40.128228645095675,1963.0166666666667,0
1783384446.412257,15.924817997665077,99.98862731501605,0.0,0.0,44.0561836187943,1963.0166666666667,0
1783384506.412257,15.976811088765874,99.91716307229724,0.0,0.0,43.284949887791065,1963.0166666666667,0
1783384566.412257,16.10256718048977,99.961264536932,0.0,0.0,43.929836608186626,1963.0166666666667,0
1783384626.412257,15.920079425520672,99.99186304945121,0.0,0.0,40.93624623117398,1963.0166666666667,0
1783384686.412257,15.96388952317357,99.94857721480591,0.0,0.0,42.80802900594797,1963.0166666666667,0
1783384746.412257,16.045334279590435,99.98120430073254,0.0,0.0,44.378017831681824,1963.0166666666667,0
1783384806.412257,16.02268928042457,100.03493129627515,0.0,0.0,43.91623114418108,1963.0166666666667,0
1783384866.412257,15.973555934597469,100.00016232538908,0.0,0.0,44.135479198323964,1963.0166666666667,0
1783384926.412257,15.941571182596373,100.05896652238576,0.0,0.0,45.69775864035944,1963.0166666666667,0
1783384986.412257,15.928432116095076,99.88186929650391,0.0,0.0,44.44150809401407,1963.0166666666667,0
1783385046.412257,16.053732583522812,99.99830304482386,0.0,0.0,47.79969112498686,1963.0166666666667,0
1783385106.412257,15.864466899887743,100.0302577557789,0.0,0.0,45.47308758653988,1963.0166666666667,0
1783385166.412257,15.969285928412187,99.95798624889136,0.0,0.0,47.79124595310599,1963.0166666666667,0
1783385226.412257,15.994736800579048,100.04027226281545,0.0,0.0,46.58645909614057,1963.0166666666667,0
1783385286.412257,16.01950280596024,100.0639969816583,0.0,0.0,44.789310157106755,1963.0166666666667,0
1783385346.412257,15.964658065226663,99.98287594792998,0.0,0.0,44.65711948119096,1963.0166666666667,0
1783385406.412257,16.015517039151117,99.89665330537446,0.0,0.0,46.21026473473035,1963.0166666666667,0
1783385466.412257,15.986846776171946,100.04444292249299,0.0,0.0,43.72361397138172,1963.0166666666667,0
1783385526.412257,16.019825037859096,100.05227749862536,0.0,0.0,44.35456905211809,1963.0166666666667,0
1783385586.412257,16.072685462972533,100.04702722911465,0.0,0.0,43.743221473994765,1963.0166666666667,0
1783385646.412257,16.050145705314407,100.11043110075958,0.0,0.0,43.46903409779394,1963.0166666666667,0
1783385706.412257,16.01171766747428,100.04113528797193,0.0,0.0,46.54161625644781,1963.0166666666667,0
1783385766.412257,16.00763890136636,100.06770153773516,0.0,0.0,45.438813933145475,1963.0166666666667,0
1783385826.412257,16.015004536411112,99.992993484406,0.0,0.0,45.392517959991984,1963.0166666666667,0
1783385886.412257,15.960908987581494,100.02099210218188,0.0,0.0,43.75862348414841,1963.0166666666667,0
1783385946.412257,16.005077956368826,99.95940516796502,0.0,0.0,44.327831820530754,1963.0166666666667,0
1783386006.412257,16.000451809028956,99.97844251581442,0.0,0.0,44.285428150676466,1963.0166666666667,0
1783386066.412257,15.964210961584095,100.0403817643763,0.0,0.0,43.234851180601794,1963.0166666666667,0
1783386126.412257,15.959926594583449,99.97236310714962,0.0,0.0,45.42923794975224,1963.0166666666667,0
1783386186.412257,16.044195888487508,100.02220558485698,0.0,0.0,43.8018383730682,1963.0166666666667,0
1783386246.412257,16.063901074549513,99.93933736770292,0.0,0.0,41.76091078042802,1963.0166666666667,0
1783386306.412257,16.06791789456686,100.04652241969139,0.0,0.0,42.18880972920156,1963.0166666666667,0
1783386366.412257,16.029062475365986,99.96465081933167,0.0,0.0,41.175513580087056,1963.0166666666667,0
1783386426.412257,15.997600237334538,99.9882122474664,0.0,0.0,43.00580101634669,1963.0166666666667,0
1783386486.412257,15.995179405232298,99.993180841248,0.0,0.0,41.66423613481347,1963.0166666666667,0
1783386546.412257,15.975297661440074,100.01387517041293,0.0,0.0,43.10019634755665,1963.0166666666667,0
1783386606.412257,15.972762937475586,100.06667286765108,0.0,0.0,42.949083478671355,1963.0166666666667,0
1783386666.412257,15.956835938466044,100.07442161476158,0.0,0.0,41.06005516672074,1963.0166666666667,0
1783386726.412257,16.03005836982309,99.89982214697658,0.0,0.0,42.61250830150865,1963.0166666666667,0
1783386786.412257,15.988166982256534,100.02415693490386,0.0,0.0,42.03873726675304,1963.0166666666667,0
1783386846.412257,15.967391094845258,100.03707960356374,0.0,0.0,42.429904773060315,1963.0166666666667,0
1783386906.412257,15.973366398785895,99.94910344970249,0.0,0.0,41.770608662570936,1963.0166666666667,0
1783386966.412257,16.008928298282154,100.12667578695121,0.0,0.0,40.036835437773846,1963.0166666666667,0
1783387026.412257,16.034600625388265,99.9327782656706,0.0,0.0,42.06729339653073,1963.0166666666667,0
1783387086.412257,15.940069187137862,100.07927131102332,0.0,0.0,39.93277059330168,1963.0166666666667,0
1783387146.412257,15.97902165938398,99.92594163237943,0.0,0.0,40.763281937990804,1963.0166666666667,0
1783387206.412257,16.06950892616977,100.02980317248496,0.0,0.0,40.856012630497155,1963.0166666666667,0
1783387266.412257,16.00395247677307,99.95061712867926,0.0,0.0,42.81933322332703,1963.0166666666667,0
1783387326.412257,15.980541148182096,100.08772340205007,0.0,0.0,43.521478024935895,1963.0166666666667,0
1783387386.412257,16.044161847927004,99.9084953414512,0.0,0.0,42.80691049782671,1963.0166666666667,0
1783387446.412257,15.960832941649393,99.98381253630671,0.0,0.0,44.25587922359013,1963.0166666666667,0
1783387506.412257,15.96551558619551,99.99015122198789,0.0,0.0,43.13114780867555,1963.0166666666667,0
1783387566.412257,15.972339190263302,99.95809409900156,0.0,0.0,41.99883390687898,1963.0166666666667,0
1783387626.412257,16.041509363441698,99.95697268926607,0.0,0.0,43.74811007212605,1963.0166666666667,0
1783387686.412257,15.944599380033464,99.93011961253167,0.0,0.0,42.20091070026071,1963.0166666666667,0
1783387746.412257,15.968467667567545,100.02386685122745,0.0,0.0,42.84985643558576,1963.0166666666667,0
1783387806.412257,16.049079010220133,100.0064496069505,0.0,0.0,42.073801779334815,1963.0166666666667,0
1783387866.412257,15.96614348237449,99.94883044365987,0.0,0.0,42.042627195765476,1963.0166666666667,0
1783387926.412257,15.989883498222031,99.94341293649258,0.0,0.0,43.76182680486748,1963.0166666666667,0
1783387986.412257,15.99458976345546,100.02479516761089,0.0,0.0,43.04260782072463,1963.0166666666667,0
1783388046.412257,16.03460190561113,100.02303807654881,0.0,0.0,40.84052648705912,1963.0166666666667,0
1783388106.412257,16.021717437208434,99.98424405474677,0.0,0.0,41.84932309704126,1963.0166666666667,0
1783388166.412257,15.913808331391955,99.95210135114557,0.0,0.0,40.298232323491035,1963.0166666666667,0
1783388226.412257,16.01012555888057,99.99309299970308,0.0,0.0,39.95778060206462,1963.0166666666667,0
1783388286.412257,15.979701864086737,100.01264066295447,0.0,0.0,41.62720431178081,1963.0166666666667,0
1783388346.412257,16.016711250690168,99.95899839731455,0.0,0.0,42.176011317766125,1963.0166666666667,0
1783388406.412257,16.076935611029082,99.92800102254186,0.0,0.0,41.09137837533515,1963.0166666666667,0
1783388466.412257,16.050992201446356,99.95975406351211,0.0,0.0,43.372201767050726,1963.0166666666667,0
1783388526.412257,15.9703933178347,99.89179059699917,0.0,0.0,41.973254116854584,1963.0166666666667,0
1783388586.412257,16.00183059351739,99.9499220252516,0.0,0.0,43.811523679286914,1963.0166666666667,0
1783388646.412257,16.019629141901653,99.99296766286415,0.0,0.0,42.59071225750674,1963.0166666666667,0
1783388706.412257,15.9833342013422,99.96867968084018,0.0,0.0,41.449410062581784,1963.0166666666667,0
1783388766.412257,15.910320243546355,100.02376298743998,0.0,0.0,43.95428325059039,1963.0166666666667,0
1783388826.412257,15.927034106213346,99.99470725990663,0.0,0.0,41.92556287230745,1963.0166666666667,0
1783388886.412257,16.05540398113648,100.03851602326482,0.0,0.0,41.84879243822873,1963.0166666666667,0
1783388946.412257,15.89865636533217,99.93359777506959,0.0,0.0,41.11229319492829,1963.0166666666667,0
1783389006.412257,16.025074594833452,100.02382315884527,0.0,0.0,42.63121860154725,1963.0166666666667,0
1783389066.412257,15.97846816814942,99.90772903249919,0.0,0.0,39.664774433349216,1963.0166666666667,0
1783389126.412257,16.055293922362843,100.00982464248906,0.0,0.0,41.06028095216914,1963.0166666666667,0
1783389186.412257,16.000699426352007,100.09047134378578,0.0,0.0,37.50025128524512,1966.0166666666667,0
1783389246.412257,15.966326785801636,99.96658996012185,0.0,0.0,40.06241964349061,1966.0166666666667,0
1783389306.412257,16.046608493649988,99.91840027489702,0.0,0.0,38.636072843412364,1966.0166666666667,0
1783389366.412257,15.922098359039532,100.04709584346394,0.0,0.0,40.05825724460909,1966.0166666666667,0
1783389426.412257,15.989132003545647,100.02795899904176,0.0,0.0,36.61429859717175,1966.0166666666667,0
1783389486.412257,16.052463806790165,100.03574282353331,0.0,0.0,38.419252444150835,1966.0166666666667,0
1783389546.412257,16.01598568591909,99.90520861736493,0.0,0.0,38.34914057134716,1966.0166666666667,0
1783389606.412257,15.957434065594368,99.96414208219603,0.0,0.0,39.17752251012543,1966.0166666666667,0
1783389666.412257,15.906677204132018,100.09608979641939,0.0,0.0,38.15160976707327,1966.0166666666667,0
1783389726.412257,16.02097668150425,100.0095469060253,0.0,0.0,38.222655205234744,1966.0166666666667,0
1783389786.412257,15.93575276255664,100.01061979166602,0.0,0.0,37.52127360929351,1966.0166666666667,0
1783389846.412257,16.036618839827273,99.95152584663742,0.0,0.0,40.35110510305938,1966.0166666666667,0
1783389906.412257,16.02767515393698,99.98885340374646,0.0,0.0,39.16335260948291,1966.0166666666667,0
1783389966.412257,15.89560467220217,100.01400559402515,0.0,0.0,39.76859931966492,1966.0166666666667,0
1783390026.412257,16.059561127876115,100.00253524967488,0.0,0.0,39.03049517860629,1966.0166666666667,0
1783390086.412257,100.01359920951025,0.02300797575824426,9999.0,9999.0,150.74711703742992,9999.016666666666,0
1783390146.412257,99.98985761867372,0.02936729459609257,9999.0,9999.0,150.83371295679925,9999.016666666666,0
1783390206.412257,100.01664614999993,0.0014138748617346256,9999.0,9999.0,148.70508348689035,9999.016666666666,0
1783390266.412257,99.99968737170762,0.0,9999.0,9999.0,148.22222516909258,9999.016666666666,0
1783390326.412257,15.924952838953239,100.05184993195466,0.0,0.0,36.156814334153395,1966.0166666666667,0
1783390386.412257,15.962864939147222,99.99259758442433,0.0,0.0,41.037398735608875,1966.0166666666667,0
1783390446.412257,15.975773603587601,99.93937468468594,0.0,0.0,40.549436949680164,1966.0166666666667,0
1783390506.412257,15.979788076076105,99.98920774577016,0.0,0.0,52.206577005774264,1967.0166666666667,0
1783390566.412257,16.025362186586513,100.00868099846963,0.0,0.0,51.86296637641295,1967.0166666666667,0
1783390626.412257,15.909943496265955,99.9337355057866,0.0,0.0,51.71377432450317,1967.0166666666667,0
1783390686.412257,15.872462537055304,99.93011364200176,0.0,0.0,51.687522416231516,1967.0166666666667,0
1783390746.412257,16.057875369088492,100.05360789370246,0.0,0.0,53.650426490472576,1967.0166666666667,0
1783390806.412257,16.007088157578554,99.98565766159709,0.0,0.0,54.33468615914715,1967.0166666666667,0
1783390866.412257,15.918264606069677,99.98556883603409,0.0,0.0,50.36136414512153,1967.0166666666667,0
1783390926.412257,15.92257704139731,99.93368264840944,0.0,0.0,51.52974617852582,1967.0166666666667,0
1783390986.412257,16.04191255932988,100.0092537246876,0.0,0.0,50.519077992992244,1967.0166666666667,0
1783391046.412257,16.00098412108472,99.93963158551405,0.0,0.0,50.32849940945958,1967.0166666666667,0
1783391106.412257,16.051326331680585,100.02208292107454,0.0,0.0,50.408857756698524,1967.0166666666667,0
1783391166.412257,15.987038777502041,99.96204765472734,0.0,0.0,49.07709883798759,1967.0166666666667,0
1783391226.412257,15.959152558920708,100.03792544275545,0.0,0.0,51.32157008008472,1967.0166666666667,0
1783391286.412257,15.969389068964109,99.95242417483618,0.0,0.0,51.24079701885182,1967.0166666666667,0
1783391346.412257,16.049774056804385,100.04718239361871,0.0,0.0,52.497189975614035,1967.0166666666667,0
1783391406.412257,16.01646062988569,100.0267468492126,0.0,0.0,51.38273830413408,1967.0166666666667,0
1783391466.412257,15.864424620847894,100.06565454477008,0.0,0.0,51.32340706206915,1967.0166666666667,0
1783391526.412257,16.01218475082836,100.05336495564666,0.0,0.0,49.97925717207689,1967.0166666666667,0
1783391586.412257,16.01093808481822,99.8774474619521,0.0,0.0,50.83362180143499,1967.0166666666667,0
1783391646.412257,16.00184823122041,100.07402183061711,0.0,0.0,50.38636635636146,1967.0166666666667,0
1783391706.412257,16.032354589577064,99.99042159707469,0.0,0.0,49.798849410257986,1967.0166666666667,0
1783391766.412257,16.00950246053476,100.04099294772284,0.0,0.0,52.53335072089839,1967.0166666666667,0
1783391826.412257,15.971592073251497,99.99225587548597,0.0,0.0,49.03140967401524,1967.0166666666667,0
1783391886.412257,15.970523814972665,100.01205097464369,0.0,0.0,51.6271440460085,1967.0166666666667,0
1783391946.412257,16.028163572092215,100.03369860722208,0.0,0.0,49.23698366472622,1967.0166666666667,0
1783392006.412257,16.021177980558925,99.9727036597897,0.0,0.0,51.929787724546664,1967.0166666666667,0
1783392066.412257,15.99445893493184,99.99071496193346,0.0,0.0,49.10464954267508,1967.0166666666667,0
1783392126.412257,15.999732033140546,99.95915015298958,0.0,0.0,51.582678306922666,1967.0166666666667,0
1783392186.412257,15.998538361225764,99.96409095564697,0.0,0.0,40.41830466920496,1963.0166666666667,0
1783392246.412257,15.945952089470811,99.9856658720269,0.0,0.0,39.09150507037171,1963.0166666666667,0
1783392306.412257,15.991030633970295,100.0290559230293,0.0,0.0,38.63281472052007,1963.0166666666667,0
1783392366.412257,16.003554569438283,100.04942702912095,0.0,0.0,38.33648457957982,1963.0166666666667,0
1783392426.412257,15.967135320248039,99.96687871862628,0.0,0.0,39.80102644889512,1963.0166666666667,0
1783392486.412257,16.000776995634414,100.02193895660069,0.0,0.0,40.43770104526909,1963.0166666666667,0
1783392546.412257,16.05247606797544,100.01705296863992,0.0,0.0,38.449639047560936,1963.0166666666667,0
1783392606.412257,15.983510730070789,100.02414196838137,0.0,0.0,41.13003101236613,1963.0166666666667,0
1783392666.412257,16.05881889772697,100.03831469974074,0.0,0.0,38.99977591593047,1963.0166666666667,0
1783392726.412257,16.03747741624836,99.96844571318117,0.0,0.0,39.46825338048175,1963.0166666666667,0
1783392786.412257,16.05429787632011,100.01232162178465,0.0,0.0,39.91940990177082,1963.0166666666667,0
1783392846.412257,16.03454396711637,100.01530358637623,0.0,0.0,40.60074580343211,1963.0166666666667,0
1783392906.412257,16.047467646645032,100.01698004382065,0.0,0.0,40.11936890103079,1963.0166666666667,0
1783392966.412257,16.050028119898244,99.9654591364303,0.0,0.0,40.05278795211611,1963.0166666666667,0
1783393026.412257,16.03836679517733,99.9084325810087,0.0,0.0,38.436709996100106,1963.0166666666667,0
1783393086.412257,15.867519767175576,99.99750614412977,0.0,0.0,43.682585590858636,1963.0166666666667,0
1783393146.412257,15.951043153946575,100.04951181184481,0.0,0.0,39.520107679208614,1963.0166666666667,0
1783393206.412257,15.984015375646992,100.02169881869227,0.0,0.0,41.80047385344392,1963.0166666666667,0
1783393266.412257,15.945043842440228,99.90512679813042,0.0,0.0,40.56242183236611,1963.0166666666667,0
1783393326.412257,16.119926871126854,99.89327800443169,0.0,0.0,42.83540315587623,1963.0166666666667,0
1783393386.412257,16.000565960400927,99.9581570860863,0.0,0.0,43.26943057799184,1963.0166666666667,0
1783393446.412257,15.9659673481957,99.90866925685643,0.0,0.0,42.1794818927419,1963.0166666666667,0
1783393506.412257,15.969412809123842,99.95422366100266,0.0,0.0,41.90573339391935,1963.0166666666667,0
1783393566.412257,15.983754348562769,99.97523902050723,0.0,0.0,42.636672676005105,1963.0166666666667,0
1783393626.412257,16.006728419399927,100.0437160296523,0.0,0.0,44.62198531329713,1963.0166666666667,0
1783393686.412257,15.93473070871706,99.95835236823355,0.0,0.0,45.27672042093858,1963.0166666666667,0
1783393746.412257,16.040477569450182,99.97814206338953,0.0,0.0,44.05601999235815,1963.0166666666667,0
1783393806.412257,15.982135676731987,100.0028819174944,0.0,0.0,45.35361149597177,1963.0166666666667,0
1783393866.412257,16.062731257024858,99.92609380476493,0.0,0.0,43.73943390338324,1963.0166666666667,0
1783393926.412257,15.982735202720313,99.97768279742745,0.0,0.0,44.01716164725835,1963.0166666666667,0
1783393986.412257,15.964601800654725,100.0697789979014,0.0,0.0,47.327139212622505,1963.0166666666667,0
1783394046.412257,15.964891912399496,100.02324333480456,0.0,0.0,45.39360091244078,1963.0166666666667,0
1783394106.412257,15.940141225022959,100.06490403475819,0.0,0.0,44.88758158472733,1963.0166666666667,0
1783394166.412257,15.945256192846939,99.97290774474831,0.0,0.0,46.39368689351509,1963.0166666666667,0
1783394226.412257,16.031051911449538,99.97903722891314,0.0,0.0,45.82211335124734,1963.0166666666667,0
1783394286.412257,16.044614426427948,99.9616594553279,0.0,0.0,44.719182192737534,1963.0166666666667,0
1783394346.412257,15.999465254253426,100.06276591220238,0.0,0.0,45.64002189555287,1963.0166666666667,0
1783394406.412257,15.971279160117774,100.0837010577232,0.0,0.0,43.51563287399363,1963.0166666666667,0
1783394466.412257,16.092848952727966,99.96359318129213,0.0,0.0,43.115806219836266,1963.0166666666667,0
1783394526.412257,15.978489185610044,99.99935776436557,0.0,0.0,46.621438527864484,1963.0166666666667,0
1783394586.412257,15.938124802033911,100.04726961731815,0.0,0.0,44.1149406346825,1963.0166666666667,0
1783394646.412257,15.958058275336056,99.91507658292457,0.0,0.0,43.68720988376378,1963.0166666666667,0
1783394706.412257,16.028643301416228,99.9832132056064,0.0,0.0,46.34965533271718,1963.0166666666667,0
1783394766.412257,16.044690839796136,99.96146355639557,0.0,0.0,45.37508941051645,1963.0166666666667,0
1783394826.412257,16.10054306791675,99.96659704970375,0.0,0.0,44.11703939250093,1963.0166666666667,0
1783394886.412257,15.974903919078574,100.01516539176293,0.0,0.0,44.85257217991003,1963.0166666666667,0
1783394946.412257,16.070488320117246,99.95221713022624,0.0,0.0,44.76232730413215,1963.0166666666667,0
1783395006.412257,15.934298853236525,100.01282162061757,0.0,0.0,42.63020441770166,1963.0166666666667,0
1783395066.412257,15.999094563825114,99.94725213612674,0.0,0.0,42.99438913471168,1963.0166666666667,0
1783395126.412257,16.064216198691412,100.02001699202548,0.0,0.0,42.72136883706053,1963.0166666666667,0
1783395186.412257,15.970376615511574,99.93110585880413,0.0,0.0,44.01933928284151,1963.0166666666667,0
1783395246.412257,15.963799325720402,100.07771067385018,0.0,0.0,42.532500895840826,1963.0166666666667,0
1783395306.412257,15.916101604839328,99.97724652922332,0.0,0.0,42.09086450346194,1963.0166666666667,0
1783395366.412257,16.008520913983887,99.93479898118579,0.0,0.0,43.906759381438796,1963.0166666666667,0
1783395426.412257,16.01044282421673,100.06751343039896,0.0,0.0,42.81483269251944,1963.0166666666667,0
1783395486.412257,16.05449633165783,100.04698757974252,0.0,0.0,42.380864098818684,1963.0166666666667,0
1783395546.412257,15.945022966653513,99.92050154963384,0.0,0.0,43.016404408505515,1963.0166666666667,0
